API_Number,Entity_Name,Well_Name,Well_Number,State,County,Section,Township,Range,PBH_Section,PBH_Township,PBH_Range,Formation_Name,Formation_Depth,Total_Depth,Measured_Total_Depth,True_Vertical_Depth,Well_Type,Well_Status,Permit_Type,Well_Class,Surf_Long_X,Surf_Lat_Y,Proposed_Bottom_Hole_Long_X,Proposed_Bottom_Hole_Lat_Y
"35007238520001 10027 ""LATIGO OIL & GAS  INC."" 15 E 5TH ST STE 1000  OK OK 74103-4311 RIDGEWAY 1-12 NT ND Surface SH -100.3123  BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0.0 0.0 BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0 0 0 0 354MSSNC MISSISSIPPIAN (CHESTER) 7417.0 7703.0       ITD 0.0  No RC SH 7703.0 877.0 No  No No 2451.0 350.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-06-13 15:33:00 G16 2025-06-10 12:36:00 G34 2025-06-16 08:11:00 0.0 263.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17933097  O&G 2025-06-13 15:33:00 2026-12-13 15:33:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-06-09 00:00:00 No 2618722.0 No No No No WRA 1991-12-08 00:00:00 G34 No UC_WellSpot_tc6_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007238520001 10027 ""LATIGO OIL & GAS  INC."" 15 E 5TH ST STE 1000  OK OK 74103-4311 RIDGEWAY 1-12 NT ND Surface SH -100.3123  BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0.0 0.0 BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0 0 0 0 402MRRW MORROW 7120.0 7703.0       ITD 0.0  No RC SH 7703.0 877.0 No  No No 2451.0 350.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-06-13 15:33:00 G16 2025-06-10 12:36:00 G34 2025-06-16 08:11:00 0.0 263.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17933097  O&G 2025-06-13 15:33:00 2026-12-13 15:33:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-06-09 00:00:00 No 2618722.0 No No No No WRA 1991-12-08 00:00:00 G34 No UC_WellSpot_tc6_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007238520001 10027 ""LATIGO OIL & GAS  INC."" 15 E 5TH ST STE 1000  OK OK 74103-4311 RIDGEWAY 1-12 NT ND Surface SH -100.3123  BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0.0 0.0 BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0 0 0 0 404CHRK CHEROKEE 6453.0 7703.0       ITD 0.0  No RC SH 7703.0 877.0 No  No No 2451.0 350.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-06-13 15:33:00 G16 2025-06-10 12:36:00 G34 2025-06-16 08:11:00 0.0 263.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17933097  O&G 2025-06-13 15:33:00 2026-12-13 15:33:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-06-09 00:00:00 No 2618722.0 No No No No WRA 1991-12-08 00:00:00 G34 No UC_WellSpot_tc6_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007238520001 10027 ""LATIGO OIL & GAS  INC."" 15 E 5TH ST STE 1000  OK OK 74103-4311 RIDGEWAY 1-12 NT ND Surface SH -100.3123  BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0.0 0.0 BEAVER 12.0 03N 25E CM NE C   1320 N 1320 E 0 0 0 0 406TNKW TONKAWA 5460.0 7703.0       ITD 0.0  No RC SH 7703.0 877.0 No  No No 2451.0 350.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-06-13 15:33:00 G16 2025-06-10 12:36:00 G34 2025-06-16 08:11:00 0.0 263.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17933097  O&G 2025-06-13 15:33:00 2026-12-13 15:33:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-06-09 00:00:00 No 2618722.0 No No No No WRA 1991-12-08 00:00:00 G34 No UC_WellSpot_tc6_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
35007245070000,"LATIGO OIL & GAS, INC.",CAULKINS BARBY,4-13,OK,,,,,,,,,,7236.0,0.0,0.0,GAS,AC,ITD,,,,0.0,0.0
"35007252220002 10027 ""LATIGO OIL & GAS  INC."" 840 GESSNER RD STE 1200  OK TX 77024-4142 BARBY 2-36   Surface SH -100.09348  BEAVER 36.0 04N 27E CM NE SE NE NW 1489 N 637 E 0.0 0.0 BEAVER 36.0 04N 27E C NE SE N2 N2 1500 N 660 E 0 0 0 0 402MRRW MORROW 6706.0 7556.0       ITD 0.0  No RC SH 7556.0 922.0 No  No No 2193.0 280.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-06-30 13:45:00 G16 2025-06-27 10:08:00 G34 2025-06-30 14:12:00 0.0 222.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17985800  O&G 2025-06-30 13:45:00 2026-12-30 13:45:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-06-26 00:00:00 No 2624716.0 No No No No WRA 2008-05-03 00:00:00 G34 No UC_WellSpot_tc8_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007252220003 10027 ""LATIGO OIL & GAS  INC."" 840 GESSNER RD STE 1200  OK TX 77024-4142 BARBY 2-36   Surface  -100.09348  BEAVER 36.0 04N 27E CM NE SE NE NW 1489 N 637 E 0.0 0.0          0  0  0 0 0 0 402MRRW MORROW 6706.0 7556.0       ITD 0.0  No RC SH 7556.0 922.0 No  No No 2193.0 280.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-06-30 14:30:00 G16 2025-06-30 14:30:00 G34 2025-06-30 14:36:00 0.0  https://public.occ.ok.gov/WebLink/Docview.aspx?id=17985879  O&G 2025-06-30 14:35:00 2026-12-30 14:35:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-06-30 00:00:00 No  No No No No WRA 2008-05-03 00:00:00 G34 No UC_WellSpot_tc8_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007252810001 10027 ""LATIGO OIL & GAS  INC."" 5815 OKLAHOMA AVE  OK OK 73801 BARBY RANCH 5-14 NT ND Surface SH -100.341506641  BEAVER 14.0 03N 25E CM NW NW C  660 N 660 W 0.0 0.0 BEAVER 14.0 03N 25E CM NW NW C  660 N 660 W 0 0 0 0 404CHRK CHEROKEE 6520.0 8200.0       ITD 0.0   RC SH 8200.0 938.0 No  No No 2515.0 760.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-05-20 00:00:00 G16 2025-05-20 12:46:00 G34 2025-05-23 12:55:00 0.0 234.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17867519  O&G 2025-05-23 10:57:00 2026-11-23 10:57:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-05-19 00:00:00 No 2612306.0 No No No No WRA 2007-11-30 00:00:00 G34 No UC_WellSpot_tc1_8 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007252810001 10027 ""LATIGO OIL & GAS  INC."" 5815 OKLAHOMA AVE  OK OK 73801 BARBY RANCH 5-14 NT ND Surface SH -100.341506641  BEAVER 14.0 03N 25E CM NW NW C  660 N 660 W 0.0 0.0 BEAVER 14.0 03N 25E CM NW NW C  660 N 660 W 0 0 0 0 405LNSG LANSING 5826.0 8200.0       ITD 0.0   RC SH 8200.0 938.0 No  No No 2515.0 760.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-05-20 00:00:00 G16 2025-05-20 12:46:00 G34 2025-05-23 12:55:00 0.0 234.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17867519  O&G 2025-05-23 10:57:00 2026-11-23 10:57:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-05-19 00:00:00 No 2612306.0 No No No No WRA 2007-11-30 00:00:00 G34 No UC_WellSpot_tc1_8 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007361310003 10027 ""LATIGO OIL & GAS  INC."" 5815 OKLAHOMA AVE  OK OK 73801 BRU 1-27 NT ND Surface SH -100.2233  BEAVER 14.0 04N 26E CM NE SW NW SE 1976 N 426 W 0.0 0.0 BEAVER 14.0 04N 26E CM SE SW NW SE 664 S 426 W 0 0 0 0 404MRMN MARMATON 5810.0 6992.0       ITD 0.0   RC SH 6992.0 553.0 No  No No 2337.0 220.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-05-20 00:00:00 G16 2025-05-20 12:55:00 G34 2025-05-23 12:53:00 0.0 236.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17867512  O&G 2025-05-23 11:03:00 2026-11-23 11:03:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-05-19 00:00:00 No 2612327.0 No No No No WRA 1992-09-26 00:00:00 G34 No UC_WellSpot_tc5_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
"35007361310003 10027 ""LATIGO OIL & GAS  INC."" 5815 OKLAHOMA AVE  OK OK 73801 BRU 1-27 NT ND Surface SH -100.2233  BEAVER 14.0 04N 26E CM NE SW NW SE 1976 N 426 W 0.0 0.0 BEAVER 14.0 04N 26E CM SE SW NW SE 664 S 426 W 0 0 0 0 405LNSG LANSING 5450.0 6992.0       ITD 0.0   RC SH 6992.0 553.0 No  No No 2337.0 220.0  0.0 0.0 No 0 0.0 No No No 00:00:00 2025-05-20 00:00:00 G16 2025-05-20 12:55:00 G34 2025-05-23 12:53:00 0.0 236.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17867512  O&G 2025-05-23 11:03:00 2026-11-23 11:03:00 00:00:00 00:00:00 Yes Yes No RYAN BARBY 5802561416.0  2025-05-19 00:00:00 No 2612327.0 No No No No WRA 1992-09-26 00:00:00 G34 No UC_WellSpot_tc5_6 False  0 0  0 0  0 0     0 0 0       ",,,,,,,,,,,,,,,,,,,,,,,,
35011000020000,DEVON ENERGY PRODUCTION COMPANY LP,Kurtz 14_23-13N-11W,1HX,OK,,14.0,23.0N,11.0W,,,,,,13515.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35011000030000,DEVON ENERGY PRODUCTION COMPANY LP,Kurtz 14_23-13N-11W,2HX,OK,,14.0,23.0N,11.0W,,,,,,12961.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35011000040000,VALIDUS ENERGY II MIDCON LLC,Oryx BIA 1412-1720,1HW,OK,,1412.0,17.0N,20.0W,,,,,,13979.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35011000230000,VALIDUS ENERGY II MIDCON LLC,Oryx BIA 1412-1720,2HM,OK,,1412.0,17.0N,20.0W,,,,,,13379.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35011000270000,VALIDUS ENERGY II MIDCON LLC,Oryx BIA 1412-1720,3HW,OK,,1412.0,17.0N,20.0W,,,,,,13624.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35011000300000,VALIDUS ENERGY II MIDCON LLC,Oryx BIA 1412-1720,4HM,OK,,1412.0,17.0N,20.0W,,,,,,13210.0,0.0,0.0,OG,AC,ITD,OG,,,0.0,0.0
35011000460000,BCE-MACH LLC,AUBREY MAE 28_21_16-13-13,5MH,OK,,28.0,21.0N,16.0W,,,,,,14408.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35011000540000,BCE-MACH LLC,CAIN LEWIS 28_21_16_13-13,4MH,OK,,28.0,21.0N,16.0W,,,,,,14498.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
35011000540000,BCE-MACH LLC,CAIN LEWIS 28_21_16_13-13,4MH,OK,,28.0,21.0N,16.0W,,,,,,14498.0,0.0,0.0,OG,ND,ITD,OG,,,0.0,0.0
"35011244170000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 SCHEFFLER 1710 2H-4XX NT AC Surface MU -98.275677  BLAINE 16.0 17N 10W IM SW SE SW NE 374 S 1660 W -98.270583 35.985292 BLAINE 4.0 17N 10W IM NE NW NW NE 85 N 2050 E 15413 25041 9500 85 359MSSP MISSISSIPPIAN 9115.0 25041.0       ITD 0.0   DR MU 25041.0 1500.0 No  Yes No 1271.0 60.0  0.0 0.0 Yes 25 40037.0 No No No 00:00:00 2025-04-17 00:00:00 VNDVSR2 2025-04-16 19:25:00 rbdms 2025-05-20 13:19:00 0.0 35.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17766072  O&G 2025-04-23 16:13:00 2026-10-23 16:13:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 9168789165.0  2025-04-16 00:00:00 Yes  No No No No WRA 2025-05-09 00:00:00 G34 No UC_WellSpot_tc3_1 False 69307 0 0  300000 200000 C 5000 3000 C Yes No No 0 0 0 No BED AQUIFER  Yes No No chickasha",,,,,,,,,,,,,,,,,,,,,,,,
"35011244180000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 SCHEFFLER 1710 3H-4XX NT AC Surface MU -98.275778  BLAINE 16.0 17N 10W IM SW SE SW NW 374 S 1630 W -98.275758 35.98529 BLAINE 4.0 17N 10W IM NW NE NW NE 85 N 1700 W 15414 24928 9500 85 359MSSP MISSISSIPPIAN 9138.0 24928.0       ITD 0.0   DR MU 24928.0 1500.0 No  Yes No 1271.0 60.0  0.0 0.0 Yes 25 40037.0 No No No 00:00:00 2025-04-17 00:00:00 VNDVSR2 2025-04-16 19:35:00 rbdms 2025-05-27 09:10:00 0.0 36.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17766071  O&G 2025-04-23 16:22:00 2026-10-23 16:22:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 9168789165.0  2025-04-16 00:00:00 Yes  No No No No WRA 2025-05-13 00:00:00 G34 No UC_WellSpot_tc3_1 False 21516 0 0  300000 200000 C 5000 3000 C Yes No No 0 0 0 No BED AQUIFER  Yes No No chickasha",,,,,,,,,,,,,,,,,,,,,,,,
"35011244190000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 BERNHARDT 1710 2H-21XX NT AC Surface MU -98.275727  BLAINE 16.0 17N 10W IM SW SE SW NW 374 S 1645 W -98.274227 35.898971 BLAINE 33.0 17N 10W IM SW SE SE SW 85 S 2050 W 15518 25053 9507 85 353MRMC MERAMEC 9136.0 25053.0       ITD 0.0   DR MU 25053.0 1500.0 No  Yes No 1271.0 60.0  0.0 0.0 Yes 25 40037.0 No No No 00:00:00 2025-04-17 00:00:00 VNDVSR2 2025-04-16 19:43:00 rbdms 2025-05-27 09:04:00 0.0 37.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17768941  O&G 2025-04-24 12:02:00 2026-10-24 12:02:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 9168789165.0  2025-04-16 00:00:00 Yes  No No No No WRA 2025-05-11 00:00:00 G34 No UC_WellSpot_tc3_1 False 89400 0 0  300000 200000 C 5000 3000 C Yes No No 0 0 0 No BED AQUIFER  Yes No No chickasha",,,,,,,,,,,,,,,,,,,,,,,,
"35011244190000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 BERNHARDT 1710 2H-21XX NT AC Surface MU -98.275727  BLAINE 16.0 17N 10W IM SW SE SW NW 374 S 1645 W -98.274227 35.898971 BLAINE 33.0 17N 10W IM SW SE SE SW 85 S 2050 W 15518 25053 9507 85 359MSSP MISSISSIPPIAN 9136.0 25053.0       ITD 0.0   DR MU 25053.0 1500.0 No  Yes No 1271.0 60.0  0.0 0.0 Yes 25 40037.0 No No No 00:00:00 2025-04-17 00:00:00 VNDVSR2 2025-04-16 19:43:00 rbdms 2025-05-27 09:04:00 0.0 37.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17768941  O&G 2025-04-24 12:02:00 2026-10-24 12:02:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 9168789165.0  2025-04-16 00:00:00 Yes  No No No No WRA 2025-05-11 00:00:00 G34 No UC_WellSpot_tc3_1 False 89400 0 0  300000 200000 C 5000 3000 C Yes No No 0 0 0 No BED AQUIFER  Yes No No chickasha",,,,,,,,,,,,,,,,,,,,,,,,
"35011244200000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 BERNHARDT 1710 3H-21XX NT AC Surface MU -98.275626  BLAINE 16.0 17N 10W IM SW SE SW NE 374 S 1675 W -98.268684 35.89897 BLAINE 33.0 17N 10W IM SE SW SE SE 85 S 1600 E 15520 25249 9487 85 353MRMC MERAMEC 9116.0 25249.0       ITD 0.0   DR MU 25249.0 1500.0 No  Yes No 1271.0 60.0  0.0 0.0 Yes 25 40037.0 No No No 00:00:00 2025-04-17 00:00:00 VNDVSR2 2025-04-16 19:55:00 rbdms 2025-05-20 13:19:00 0.0 38.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17770448  O&G 2025-04-25 08:01:00 2026-10-25 08:01:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 9168789165.0  2025-04-16 00:00:00 Yes  No No No No WRA 2025-05-07 00:00:00 G34 No UC_WellSpot_tc3_1 False 18419 0 0  300000 200000 C 5000 3000 C Yes No No 0 0 0 No BED AQUIFER  Yes No No chickasha",,,,,,,,,,,,,,,,,,,,,,,,
"35011244200000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 BERNHARDT 1710 3H-21XX NT AC Surface MU -98.275626  BLAINE 16.0 17N 10W IM SW SE SW NE 374 S 1675 W -98.268684 35.89897 BLAINE 33.0 17N 10W IM SE SW SE SE 85 S 1600 E 15520 25249 9487 85 359MSSP MISSISSIPPIAN 9116.0 25249.0       ITD 0.0   DR MU 25249.0 1500.0 No  Yes No 1271.0 60.0  0.0 0.0 Yes 25 40037.0 No No No 00:00:00 2025-04-17 00:00:00 VNDVSR2 2025-04-16 19:55:00 rbdms 2025-05-20 13:19:00 0.0 38.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17770448  O&G 2025-04-25 08:01:00 2026-10-25 08:01:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 9168789165.0  2025-04-16 00:00:00 Yes  No No No No WRA 2025-05-07 00:00:00 G34 No UC_WellSpot_tc3_1 False 18419 0 0  300000 200000 C 5000 3000 C Yes No No 0 0 0 No BED AQUIFER  Yes No No chickasha",,,,,,,,,,,,,,,,,,,,,,,,
35011244210000,CRAWLEY PETROLEUM CORPORATION,JESS JUDY,2-14-23-26MHX,OK,BLAINE,14.0,19N,12W,26.0,19N,12W,MISSISSIPPIAN,9100.0,19400.0,19400.0,9500.0,NT,AC,ITD,O&G,-98.452492,36.115577,-98.456183,36.086626
"35011244220000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 IGUANA 1710 2H-11X NT AC Surface MU -98.222498  BLAINE 13.0 17N 10W IM SW SE SW NW 390 S 1558 W -98.229217 35.97098 BLAINE 11.0 17N 10W IM NE NE NE NW 85 N 400 E 10234 19782 8953 85 359MSSP MISSISSIPPIAN 8184.0 19782.0       ITD 0.0   DR MU 19782.0 1500.0 No  Yes No 1252.0 150.0  0.0 0.0 Yes 25 40022.0 No No No 2025-05-13 00:00:00 2025-04-28 00:00:00 VNDVSR2 2025-04-28 07:43:00 rbdms 2025-07-31 08:12:00 0.0 279.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17836029  O&G 2025-05-14 08:03:00 2026-11-14 08:03:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 2816742004.0  2025-04-28 00:00:00 Yes  No No No No WRA 2025-07-22 00:00:00 G34 No UC_WellSpot_tc3_1 False 74931 0 0  300000 200000 C 8000 5000 C Yes No No 0 0 0 No NON HSA  Yes No No CHICKASHA",,,,,,,,,,,,,,,,,,,,,,,,
"35011244220000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 IGUANA 1710 2H-11X NT AC Surface MU -98.222498  BLAINE 13.0 17N 10W IM SW SE SW NW 390 S 1558 W -98.229217 35.97098 BLAINE 11.0 17N 10W IM NE NE NE NW 85 N 400 E 10234 19782 8953 85 359MSSSD MISSISSIPPIAN SOLID 8952.0 19782.0       ITD 0.0   DR MU 19782.0 1500.0 No  Yes No 1252.0 150.0  0.0 0.0 Yes 25 40022.0 No No No 2025-05-13 00:00:00 2025-04-28 00:00:00 VNDVSR2 2025-04-28 07:43:00 rbdms 2025-07-31 08:12:00 0.0 279.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17836029  O&G 2025-05-14 08:03:00 2026-11-14 08:03:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 2816742004.0  2025-04-28 00:00:00 Yes  No No No No WRA 2025-07-22 00:00:00 G34 No UC_WellSpot_tc3_1 False 74931 0 0  300000 200000 C 8000 5000 C Yes No No 0 0 0 No NON HSA  Yes No No CHICKASHA",,,,,,,,,,,,,,,,,,,,,,,,
"35011244230000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 GORE 1710 2H-1XX NT AC Surface MU -98.222329  BLAINE 13.0 17N 10W IM SW SE SW NW 391 S 1608 W -98.217565 35.985224 BLAINE 1.0 17N 10W IM NE NW NW NE 85 N 2200 E 15457 24800 9000 85 359MSNLC MISSISSIPPIAN LS CHESTER 8866.0 24800.0       ITD 0.0   DR MU 24800.0 1500.0 No  Yes No 1252.0 150.0  0.0 0.0 Yes 25 40022.0 No No No 2025-05-13 00:00:00 2025-04-09 00:00:00 VNDVSR2 2025-04-09 12:50:00 rbdms 2025-07-29 11:49:00 0.0 16.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17836024  O&G 2025-05-14 08:05:00 2026-11-14 08:05:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 2816742004.0  2025-04-09 00:00:00 Yes  No No No No WRA 2025-07-16 00:00:00 G34 No UC_WellSpot_tc3_1 False 52626 0 0  300000 200000 C 8000 5000 C Yes No No 0 0 0 No NON HSA  Yes No No CHICKASHA",,,,,,,,,,,,,,,,,,,,,,,,
"35011244230000 21713 OVINTIV USA INC ""4 WATERWAY SQUARE PLACE  STE 100""  OK TX 77380-3197 GORE 1710 2H-1XX NT AC Surface MU -98.222329  BLAINE 13.0 17N 10W IM SW SE SW NW 391 S 1608 W -98.217565 35.985224 BLAINE 1.0 17N 10W IM NE NW NW NE 85 N 2200 E 15457 24800 9000 85 359MSSP MISSISSIPPIAN 8178.0 24800.0       ITD 0.0   DR MU 24800.0 1500.0 No  Yes No 1252.0 150.0  0.0 0.0 Yes 25 40022.0 No No No 2025-05-13 00:00:00 2025-04-09 00:00:00 VNDVSR2 2025-04-09 12:50:00 rbdms 2025-07-29 11:49:00 0.0 16.0 https://public.occ.ok.gov/WebLink/Docview.aspx?id=17836024  O&G 2025-05-14 08:05:00 2026-11-14 08:05:00 00:00:00 00:00:00 Yes No No Sara Van De Vreugde 2816742004.0  2025-04-09 00:00:00 Yes  No No No No WRA 2025-07-16 00:00:00 G34 No UC_WellSpot_tc3_1 False 52626 0 0  300000 200000 C 8000 5000 C Yes No No 0 0 0 No NON HSA  Yes No No CHICKASHA",,,,,,,,,,,,,,,,,,,,,,,,
