id,post_url,post_date,author,state,county,section_township_range,operator,bonus_amount_text,bonus_per_acre,royalty_text,royalty_decimal,term_text,term_years,additional_terms,confidence,extracted_at,raw_content
28,https://www.mineralrightsforum.com/t/oil-and-gas-lease-carroll-county/83450,2025-09-07T23:33:17Z,jeffreyrs,ohio,"Carroll County","Rose Township",,$2-4k/NMA,3000.0,15-18%,0.165,"",,,0.8,"2025-10-18 09:44:54","My gut in Carroll county would be $2-4k/NMA, and a 15-18% royalty. Make sure it’s cost free, meaning the operator pays to market your product. Those fees are huge in this part of the Utica. You can thank Chesapeake and Williams for that."
29,https://www.mineralrightsforum.com/t/drake-exploration-more-leases-recorded-in-july/83077,2025-08-14T20:11:18Z,TFD,texas,"Houston County",,"Drake Exploration","$300 per NMA",300.0,1/6,0.2,"3/2 PT",1.5,,,"2025-10-18 09:45:17","What’s everyone getting from Drake on their acreage in Houston County, TX. I’ve talked to multiple landowners and the terms were not impressive. $300 per NMA, 1/6 RI and 3/2 PT."
30,https://www.mineralrightsforum.com/t/grady-county-ok-lease-offer/83432,2025-09-03T16:53:13Z,Tom_Ed_Moore,oklahoma,"Grady County","21 7N 5W",,$250.00/acre,250.0,1/4,0.25,"2 years",2.0,,1.0,"2025-10-18 09:46:02","I have a lease offer. $250.00/acre, 1/4, 2years. Osborne not HBP. 21 7N 5W"
31,https://www.mineralrightsforum.com/t/recent-offer-to-lease/83423,2025-09-03T01:03:58Z,Rayvan,oklahoma,"Caddo County","NE/4 of sec 21-10N-12W","Black Diamond oil and gas","$600.00 an acre",600.0,3/16,0.1875,3yr,3.0,,1.0,"2025-10-18 09:46:05","We just had an offer to lease our minerals in Caddo County. The minerals are located in the NE/4 of sec 21-10N-12W. The offer was $600.00 an acre, 3yr, 3/16. Is this a fair offer and has there been any new activity in this area?  Thanks"
32,https://www.mineralrightsforum.com/t/recent-offer-to-lease/83423,2025-09-03T02:17:23Z,Robinrp,oklahoma,"Caddo County","NE/4 of sec 21-10N-12W","Black Diamond oil and gas",$1100,1100.0,3/16,0.1875,,,,1.0,"2025-10-18 09:46:08","We were offered $1100 and 3/16 from Black Diamond oil and gas in Caddo County. That is the highest offer we have received, not sure if others are offering higher or not."
33,https://www.mineralrightsforum.com/t/letter-to-lease-my-mineral-rights/83216,2025-08-22T15:32:59Z,Candi_Choumas,oklahoma,"Custer County","Section 33-12N-15W",,N/A,,N/A,,N/A,,,1.0,"2025-10-18 09:46:11","I received a letter to lease my mineral rights Section 33 township 12N Range 15W. Did anyone else get this letter?  Is their any drilling going on in this location?  Anyone have any information on this area?"
34,https://www.mineralrightsforum.com/t/oil-gas-lease-prices/82202,2025-06-30T20:56:26Z,abridges,texas,"Houston County",A-49,"New Land Ventures",$275/acre,275.0,20%,0.2,"3 years",3.0,,1.0,"2025-10-18 09:47:28","We don’t do a lot of business in TX so I don’t have a great pulse on market pricing for leases in Houston County. We have a group trying to lease our minerals for $275 an acre for 3 yr, 20% royalty lease. Can anyone share some top end offers they’ve received? Offers at 20% royalty? Also, anyone getting options to lease at 25%? That’s normally the royalty we require in our OK leases."
35,https://www.mineralrightsforum.com/t/oil-gas-lease-prices/82202,2025-07-04T01:56:46Z,markt8,texas,"Houston County",A-49,"New Land Ventures","$350 NMA",350.0,20%,0.2,"3 years",3.0,,1.0,"2025-10-18 09:47:33","I received a 3 year paid up mineral lease offer from New Land Ventures, $350 NMA, 20% royalty. Survey: Juan La Riviere, A-49 Prospect: Mitsui Houston Area C, Tract # TX-49-189.1.  Does this offer seem reasonable at this time? My brief research suggests $350 may be on the low side."
36,https://www.mineralrightsforum.com/t/lea-county-leasing/78209,2024-11-11T17:52:46Z,DavidTodd,new_mexico,"Lea County","Township 20 South, Range 32 East",,"$15,000 per net mineral acre",15000.0,1/4,0.25,"5 years",5.0,,,"2025-10-18 09:48:05","We have recently gotten a lease offer in Lea County, NM, Township 20 South, Range 32 East, for $15,000 per net mineral acre for a 5-year term on a 25-acre tract, all depths, with a 1/4 bonus. Do any of you have a sense of whether that is a reasonable offer? Thanks."
37,https://www.mineralrightsforum.com/t/lea-county-leasing/78209,2024-11-14T18:07:24Z,NMoilboy,new_mexico,"Lea County","Township 20 South, Range 32 East",,$375k,375000.0,,,,,,1.0,"2025-10-18 09:48:09","I may not be creative enough, but I can’t think of any non-absurd lease clause for an oil well that matters as much as $375k in bonus.   Not that Martha isn’t right, should call an attorney mostly since its y’know…$375k of bonus.   In fact, the first thing I would ask the attorney to do is to ask for more bonus.  Then go from there."
38,https://www.mineralrightsforum.com/t/royalties-offered-in-the-proposed-serafin-ortiz-unit/83253,2025-08-25T13:58:39Z,Don6,west_virginia,"Marshall County",,,"",,18%,0.18,"",,,,"2025-10-18 09:49:01","Thank you, we are planning to attend a State Forum in a few weeks on the proposed Serafin Ortiz well Unitization Project in WV to get more information. We’re leaning toward agreeing to Pooling with the option of royalties at the well head by an Index Price set. I think according to WV law on pooling an owner that has non-leased minerals will receive the highest royalty percent offer in the last 24 months. We’ve had one offer from the company to lease for a royalty at 18%( but not at the well head).So we’re wondering what other royalties have been offered. Don"
39,https://www.mineralrightsforum.com/t/new-lease-offer/83285,2025-08-25T19:31:50Z,Jmcconnell,oklahoma,"Garvin County","Section 32-2N-3W","Blackbird Resources, LLC","",,"",,"",,,1.0,"2025-10-18 09:49:14","Just received a new lease offer from Blackbird Resources, LLC for Garvin County Section 32-2N-3W.  Has anyone every heard of Blackbird Resources?  T"
40,https://www.mineralrightsforum.com/t/leasing-battle-in-anderson-county/82448,2025-08-25T12:09:51Z,Ollie,texas,"Anderson County","EC Harris Survey",Mitsui,,,,,,,,1.0,"2025-10-18 09:50:29","You have no clue what you’re talking about.  i own over 200 acres in the middle of the play, and i can guarantee TMH is not leasing for Expand.  I leased to TMH, and then Expand called me wanting to lease me about 2 weeks later. I also know, for a fact, that TMH and Expand have competed for other leases, closer to the river. So either Expand is just very unorganized, or you are wrong (which i know to be the case). I find it dangerous, as well as unfair to both other mineral owners and the companies, to be spreading false information.  The same applies to the Vanna/Mitsui thing. False “intel” is unfair, but y’all seem to be “in the know”, but you really aren’t."
41,https://www.mineralrightsforum.com/t/leasing-battle-in-anderson-county/82448,2025-08-25T19:31:34Z,user106,texas,"Anderson County","EC Harris Survey",Mitsui,$350/NMA,350.0,,,,,,1.0,"2025-10-18 09:50:32","OK, so we were offered $350/NMA y Drake/Chesapeak, way less than 1250. We are just south of Anderson county, in Houston county. This was this past Friday, and they said they would not come on our land, which I’m sure I need to get in writing.  We haven’t given them an answer. Any thoughts?"
42,https://www.mineralrightsforum.com/t/lease-offer-dawson-co/83119,2025-08-16T19:31:58Z,cfox,texas,"Dawson County","SW/4 sec 46 block 36 Twnshp 5 N",CGS,"$2000 nma",2000.0,"",,"",,,1.0,"2025-10-18 09:51:07","CGS lease I had expired in Feb 2025. I received a lease offer for $2000 nma.
SW/4 sec 46 block 36 Twnshp 5 N   A1233.      The story I got from the company offering the lease was CGS targeted the Sprayberry with not much success. This operator plans to target the Dean. I’ve been told by relatives in Dawson county that the going rate is $2500 per nma. but the company said $2000 was as high as they would go. Anyone familiar with activity in this area of Dawson county. I’ve played around with the RRC map of the area and see activity in every direction. Any information or advice would be welcome."
43,https://www.mineralrightsforum.com/t/received-mineral-lease-offer-for-acreage-in-whitaker-a-31/82796,2025-08-02T19:53:05Z,spud,texas,"Leon County","Whitaker A-31","Bull Run Resources",$500,500.0,1/5,0.2,"3 years",3.0,,1.0,"2025-10-18 09:51:36","I have an offer close to Normangee as well.  $500 & 1/5th.  3yr lease/3 yr option.  Anybody hearing anything better?  Need to establish for whom Bull Run is leasing."
44,https://www.mineralrightsforum.com/t/received-mineral-lease-offer-for-acreage-in-whitaker-a-31/82796,2025-08-21T17:52:27Z,MCE,texas,"Leon County","Whitaker A-31","Bull Run Resources",,,,,,,,0.8,"2025-10-18 09:51:40","We received an offer from Bull Run Resources, LLC for a lease in Normangee (Madison County side).  A family member has been primarily dealing with the landman for a few weeks.  I can’t find out much information on this company and that’s how I landed on this forum.  He’s been very secretive.  We are hesitant to sign until we have some concrete information regarding who we are doing business with and be sure it’s not a scam.  If anyone has further information, it’s appreciated."
45,https://www.mineralrightsforum.com/t/lease-bonus-rate/83112,2025-08-19T15:23:09Z,NMA_Owner,texas,"Leon County",,Mitsui,"$1,000/NMA",1000.0,25%,0.25,"",,,,"2025-10-18 09:51:45","Best rate I got was $1,000/NMA with 25% cost free royalty in Leon County --this was about 6 months ago."
46,https://www.mineralrightsforum.com/t/lease-bonus-rate/83112,2025-08-22T01:01:53Z,leila,texas,"Leon County",,Mitsui,,,,,,,,,"2025-10-18 09:51:48","Yes, lease offers for my husband’s minerals.  Lease offers in the Collingham Survey from Mitsui and from Comstock through SVR landman for the J. Archer Sur., A-32, just below the T. Collingham Sur.
When you say the most recent lease effective date was Jan. 2024, what does that mean?
Thank you to NMA_Owner for the Bonus rate and royalty rate.
Thank you,"
47,https://www.mineralrightsforum.com/t/lease-bonus-rate/83112,2025-08-22T01:01:53Z,leila,texas,"Leon County",,Mitsui,,,,,,,,,"2025-10-18 09:51:48","Yes, lease offers for my husband’s minerals.  Lease offers in the Collingham Survey from Mitsui and from Comstock through SVR landman for the J. Archer Sur., A-32, just below the T. Collingham Sur.
When you say the most recent lease effective date was Jan. 2024, what does that mean?
Thank you to NMA_Owner for the Bonus rate and royalty rate.
Thank you,"
48,https://www.mineralrightsforum.com/t/lease-bonus-rate/83112,2025-08-22T01:01:57Z,Natjmac,Texas,"Leon County",,Mitsui,$550/NMA,550.0,,,"5 years with a 3 year extension",8.0,,1.0,"2025-10-18 09:51:49","@NMA_OwnerHi. Who was this $1000/NMA through? My mom has an offer for $550/NMA for 5 years with a 3 year extension at $600/NMA"
49,https://www.mineralrightsforum.com/t/recent-lease-offer/81646,2025-05-29T14:41:06Z,Steve_Hunt,oklahoma,"Caddo County","Section 7-10N-11W",Continental,$850,850.0,1/5,0.2,3+2,5.0,,,"2025-10-18 09:52:07","Just one point of reference. Earlier this year we closed a lease in sec 30 for $850 (1/5  3+2). The opening offer was $350 at 3/16. We are still getting multiple offers to buy our rights so that tells me there is a lot of interest from people who probably have more information than I do about what the operators are thinking. Your negotiating leverage will also depend to some extent on how many net acres you represent. Good luck!"
50,https://www.mineralrightsforum.com/t/recent-lease-offer/81646,2025-05-29T14:41:06Z,Steve_Hunt,oklahoma,"Caddo County","Section 7-10N-11W",Continental,$350,350.0,3/16,0.1875,"3 years",3.0,,,"2025-10-18 09:52:07","Just one point of reference. Earlier this year we closed a lease in sec 30 for $850 (1/5  3+2). The opening offer was $350 at 3/16. We are still getting multiple offers to buy our rights so that tells me there is a lot of interest from people who probably have more information than I do about what the operators are thinking. Your negotiating leverage will also depend to some extent on how many net acres you represent. Good luck!"
51,https://www.mineralrightsforum.com/t/recent-lease-offer/81646,2025-08-04T19:03:27Z,Dorothy_Black,oklahoma,"Caddo County","Section 7-10N-11W",Continental,$650,650.0,1/5,0.2,"3 years",3.0,,,"2025-10-18 09:52:13","We just had a lease offer for Section 6-10-11 at $650 for 1/5 royalty and $1000 for 3/16 for a 3 year lease.  Does anyone know if there is activity in this section and if this is a good offer?  I am a bit puzzled at the difference in the bonus for 1/5 vs. 3/16."
52,https://www.mineralrightsforum.com/t/recent-lease-offer/81646,2025-08-04T19:03:27Z,Dorothy_Black,oklahoma,"Caddo County","Section 7-10N-11W","Coterra Energy",$1000,1000.0,3/16,0.1875,"3 years",3.0,,,"2025-10-18 09:52:13","We just had a lease offer for Section 6-10-11 at $650 for 1/5 royalty and $1000 for 3/16 for a 3 year lease.  Does anyone know if there is activity in this section and if this is a good offer?  I am a bit puzzled at the difference in the bonus for 1/5 vs. 3/16."
53,https://www.mineralrightsforum.com/t/recent-lease-offer/81646,2025-08-18T22:19:37Z,Kristie_Swan_Matheson,oklahoma,"Caddo County","Section 7-10N-11W","Silver Oak",$750/ac,750.0,,,"3 yr",3.0,,1.0,"2025-10-18 09:52:22","I have been going back and forth with Silver Oak for a few months.  Their lease is lengthy and unnecessarily wordy.  The current offer is Section 5, 10N10W, $750/ac, 3 yr.One sentence, I do not understand:
“Lessee shall retain a continuing right-of-way and easement over, upon and across all the the leased premises to the extent necessary for the Lessee and/or its gas purchaser to conduct its operations on the leased premises or lands spaced therewith, regardless if part of the leased premises revert or be released to Lessor.”
I do not own the surface rights so how can grant a right of way or easement upon and across the leased premises?Thank you"
54,https://www.mineralrightsforum.com/t/recent-lease-offer/81646,2025-08-21T17:51:52Z,JHH,oklahoma,"Caddo County","Section 7-10N-11W",Continental,$1600/acre,1600.0,,,"3 years",3.0,,1.0,"2025-10-18 09:52:25","Agree.. we had a $1600/acre 3 year lease here in Sec 3 10N11W set up in 2017 that has expired and we’re investigating the best businesses (*reputable) to deal with. It’s all over the board with terms and language."
55,https://www.mineralrightsforum.com/t/shenandoah-energy-partners/81616,2025-05-27T20:12:03Z,Cline_Tracy,west_virginia,"Tyler County",,"Shenandoah Energy Partners",,,,,,,,1.0,"2025-10-18 09:53:13","I received a lease from Sheandoah Energy Partners , Lincoln district Tyler county, WV.
I have never heard of this company. Does anyone have experience with them?"
56,https://www.mineralrightsforum.com/t/offer-to-lease-monroe-county-ohio/82999,2025-08-11T20:03:48Z,JA_OWNER,ohio,"Monroe County",,"Gulfport Energy","$4000 per acre",4000.0,18%,0.18,,,,1.0,"2025-10-18 09:53:19","Hi! We are located in Franklin Township, Monroe County, Ohio. We were approached by a landman who represents Gulfport Energy. Our lease would be just shy of 200 acres. The terms they offered are $4000 per acre and 18% royalties. We had a previous Antero lease (2012-2022) for $5500 acre and 20% royalties, but they never drilled."
57,https://www.mineralrightsforum.com/t/approached-by-drake/81792,2025-06-12T01:55:22Z,Username2430,texas,"Houston County",,Drake,"$350.00 per Net Mineral Acre",350.0,18.75%,0.1875,"Three-year Lease, with Three-year option to extend",6.0,,,"2025-10-18 09:53:42","Three-year Lease, with Three-year option to extend
18.75% Royalty
Bonus Payment of $350.00 per Net Mineral Acre"
